"ID";"Periods";"TotalSupply_1";"IndigenousProduction_2";"ProductionFromOtherSources_3";"ImportsOfGaseousNaturalGasTotal_4";"ImportsViaNorway_5";"ImportsViaGermany_6";"ImportsViaBelgium_7";"ImportsViaUnitedKingdom_8";"ImportsViaDenmark_9";"ImportsOfLiquefiedNaturalGasLng_10";"ExportsOfGaseousNaturalGasTotal_11";"ExportsToNorway_12";"ExportsToGermany_13";"ExportsToBelgium_14";"ExportsToUnitedKingdom_15";"ExportsToDenmark_16";"ExportsOfLiquefiedNaturalGasLng_17";"Bunkers_18";"StockChange_19";"TotalConsumption_20";"TotalViaTheMainGrid_21";"ElectricityPowerPlants_22";"OtherConsumers_23";"ViaRegionalGrids_24";"ConsumptionByProductionAndTransport_25";"ClosingStock_26";"ClosingStockGaseousGas_27";"ClosingStockLiquefiedNaturalGas_28";"Flaring_29";"StorageCapacityTotal_30";"StorageCapacityGaseousGas_31";"StorageCapacityLiquefiedNaturalGas_32"
"459";"2006KW04";"   12198";"   19566";"       6";"    5857";"";"";"";"";"";"";"   13462";"";"";"";"";"";"";"       .";"     231";"   12198";"    6200";"    2291";"    3909";"    5850";"     148";"       .";"";"";"       8";"";"";""
"460";"2006JJ00";"   45327";"   73370";"      24";"   23866";"";"";"";"";"";"";"   51813";"";"";"";"";"";"";"       .";"    -120";"   45327";"   23115";"    8320";"   14795";"   21639";"     573";"       .";"";"";"      29";"";"";""
"461";"2007MM01";"    5030";"    8332";"       3";"    1941";"";"";"";"";"";"";"    5430";"";"";"";"";"";"";"       .";"     184";"    5030";"    2135";"     817";"    1318";"    2849";"      46";"       .";"";"";"       3";"";"";""
"462";"2007MM02";"    4593";"    6964";"       3";"    1809";"";"";"";"";"";"";"    4854";"";"";"";"";"";"";"       .";"     671";"    4593";"    1956";"     791";"    1165";"    2594";"      43";"       .";"";"";"       2";"";"";""
"463";"2007MM03";"    4276";"    6256";"       3";"    1798";"";"";"";"";"";"";"    4294";"";"";"";"";"";"";"       .";"     513";"    4276";"    1959";"     745";"    1214";"    2280";"      37";"       .";"";"";"       2";"";"";""
"464";"2007KW01";"   13899";"   21552";"       9";"    5548";"";"";"";"";"";"";"   14578";"";"";"";"";"";"";"       .";"    1368";"   13899";"    6050";"    2353";"    3697";"    7723";"     126";"       .";"";"";"       7";"";"";""
"465";"2007MM04";"    3032";"    4305";"       3";"    2301";"";"";"";"";"";"";"    3378";"";"";"";"";"";"";"       .";"    -199";"    3032";"    1858";"     739";"    1119";"    1139";"      35";"       .";"";"";"       1";"";"";""
"466";"2007MM05";"    2786";"    3751";"       3";"    2291";"";"";"";"";"";"";"    3056";"";"";"";"";"";"";"       .";"    -203";"    2786";"    1804";"     633";"    1171";"     950";"      32";"       .";"";"";"       2";"";"";""
"467";"2007MM06";"    2436";"    3498";"       3";"    2031";"";"";"";"";"";"";"    3045";"";"";"";"";"";"";"       .";"     -51";"    2436";"    1709";"     639";"    1070";"     696";"      31";"       .";"";"";"       3";"";"";""
"468";"2007KW02";"    8254";"   11554";"       9";"    6623";"";"";"";"";"";"";"    9479";"";"";"";"";"";"";"       .";"    -453";"    8254";"    5371";"    2011";"    3360";"    2785";"      98";"       .";"";"";"       6";"";"";""
"469";"2007MM07";"    2397";"    3594";"       3";"    2138";"";"";"";"";"";"";"    3005";"";"";"";"";"";"";"       .";"    -333";"    2397";"    1658";"     577";"    1081";"     704";"      35";"       .";"";"";"       3";"";"";""
"470";"2007MM08";"    2497";"    3634";"       3";"    2179";"";"";"";"";"";"";"    2984";"";"";"";"";"";"";"       .";"    -335";"    2497";"    1770";"     632";"    1138";"     684";"      43";"       .";"";"";"      10";"";"";""
"471";"2007MM09";"    2825";"    4574";"       3";"    2186";"";"";"";"";"";"";"    3540";"";"";"";"";"";"";"       .";"    -398";"    2825";"    1797";"     648";"    1149";"     980";"      48";"       .";"";"";"       6";"";"";""
"472";"2007KW03";"    7719";"   11802";"       9";"    6503";"";"";"";"";"";"";"    9529";"";"";"";"";"";"";"       .";"   -1066";"    7719";"    5225";"    1857";"    3368";"    2368";"     126";"       .";"";"";"      19";"";"";""
"473";"2007MM10";"    3854";"    6286";"       3";"    2136";"";"";"";"";"";"";"    4658";"";"";"";"";"";"";"       .";"      87";"    3854";"    2069";"     826";"    1243";"    1733";"      52";"       .";"";"";"      11";"";"";""
"474";"2007MM11";"    4746";"    8825";"       3";"    2033";"";"";"";"";"";"";"    6845";"";"";"";"";"";"";"       .";"     730";"    4746";"    2183";"     915";"    1268";"    2507";"      56";"       .";"";"";"      13";"";"";""
"475";"2007MM12";"    5662";"   10507";"       3";"    1892";"";"";"";"";"";"";"    7680";"";"";"";"";"";"";"       .";"     940";"    5662";"    2287";"     973";"    1314";"    3319";"      56";"       .";"";"";"      15";"";"";""
"476";"2007KW04";"   14262";"   25618";"       9";"    6061";"";"";"";"";"";"";"   19183";"";"";"";"";"";"";"       .";"    1757";"   14262";"    6539";"    2714";"    3825";"    7559";"     164";"       .";"";"";"      39";"";"";""
"477";"2007JJ00";"   44134";"   70526";"      36";"   24735";"";"";"";"";"";"";"   52769";"";"";"";"";"";"";"       .";"    1606";"   44134";"   23185";"    8935";"   14250";"   20435";"     514";"       .";"";"";"      71";"";"";""
"478";"2008MM01";"    5286";"    9712";"       4";"    2577";"";"";"";"";"";"";"    7319";"";"";"";"";"";"";"       .";"     312";"    5286";"    2176";"     825";"    1351";"    3057";"      53";"       .";"";"";"      11";"";"";""
"479";"2008MM02";"    4900";"    8050";"       4";"    2312";"";"";"";"";"";"";"    6480";"";"";"";"";"";"";"       .";"    1014";"    4900";"    2032";"     768";"    1264";"    2817";"      51";"       .";"";"";"       9";"";"";""
"480";"2008MM03";"    4914";"    7866";"       4";"    2297";"";"";"";"";"";"";"    6645";"";"";"";"";"";"";"       .";"    1392";"    4914";"    2039";"     726";"    1313";"    2826";"      49";"       .";"";"";"      10";"";"";""
"481";"2008KW01";"   15100";"   25628";"      12";"    7186";"";"";"";"";"";"";"   20444";"";"";"";"";"";"";"       .";"    2718";"   15100";"    6247";"    2319";"    3928";"    8700";"     153";"       .";"";"";"      30";"";"";""
"482";"2008MM04";"    3849";"    5689";"       4";"    2286";"";"";"";"";"";"";"    5166";"";"";"";"";"";"";"       .";"    1036";"    3849";"    1961";"     719";"    1242";"    1843";"      45";"       .";"";"";"       9";"";"";""
"483";"2008MM05";"    2655";"    4537";"       4";"    2339";"";"";"";"";"";"";"    3430";"";"";"";"";"";"";"       .";"    -795";"    2655";"    1761";"     617";"    1144";"     859";"      35";"       .";"";"";"       8";"";"";""
"484";"2008MM06";"    2486";"    4910";"       4";"    2180";"";"";"";"";"";"";"    3373";"";"";"";"";"";"";"       .";"   -1235";"    2486";"    1712";"     655";"    1057";"     730";"      44";"       .";"";"";"       9";"";"";""
"485";"2008KW02";"    8990";"   15136";"      12";"    6805";"";"";"";"";"";"";"   11969";"";"";"";"";"";"";"       .";"    -994";"    8990";"    5434";"    1991";"    3443";"    3432";"     124";"       .";"";"";"      26";"";"";""
"486";"2008MM07";"    2451";"    4934";"       4";"    1861";"";"";"";"";"";"";"    3113";"";"";"";"";"";"";"       .";"   -1235";"    2451";"    1729";"     647";"    1082";"     680";"      42";"       .";"";"";"       8";"";"";""
"487";"2008MM08";"    2469";"    4638";"       4";"    1957";"";"";"";"";"";"";"    2948";"";"";"";"";"";"";"       .";"   -1182";"    2469";"    1755";"     607";"    1148";"     674";"      40";"       .";"";"";"       7";"";"";""
"488";"2008MM09";"    3023";"    5394";"       4";"    1824";"";"";"";"";"";"";"    3305";"";"";"";"";"";"";"       .";"    -894";"    3023";"    1991";"     744";"    1247";"     990";"      42";"       .";"";"";"      11";"";"";""
"489";"2008KW03";"    7943";"   14966";"      12";"    5642";"";"";"";"";"";"";"    9366";"";"";"";"";"";"";"       .";"   -3311";"    7943";"    5475";"    1998";"    3477";"    2344";"     124";"       .";"";"";"      26";"";"";""
"490";"2008MM10";"    3985";"    6986";"       4";"    1952";"";"";"";"";"";"";"    4616";"";"";"";"";"";"";"       .";"    -341";"    3985";"    2191";"     847";"    1344";"    1759";"      35";"       .";"";"";"       6";"";"";""
"491";"2008MM11";"    4448";"    8065";"       4";"    1910";"";"";"";"";"";"";"    5589";"";"";"";"";"";"";"       .";"      58";"    4448";"    1937";"     760";"    1177";"    2474";"      37";"       .";"";"";"       9";"";"";""
"492";"2008MM12";"    5415";"    9873";"       4";"    1586";"";"";"";"";"";"";"    6520";"";"";"";"";"";"";"       .";"     472";"    5415";"    1872";"     703";"    1169";"    3500";"      43";"       .";"";"";"       6";"";"";""
"493";"2008KW04";"   13848";"   24924";"      12";"    5448";"";"";"";"";"";"";"   16725";"";"";"";"";"";"";"       .";"     189";"   13848";"    6000";"    2310";"    3690";"    7733";"     115";"       .";"";"";"      21";"";"";""
"494";"2008JJ00";"   45881";"   80654";"      48";"   25081";"";"";"";"";"";"";"   58504";"";"";"";"";"";"";"       .";"   -1398";"   45881";"   23156";"    8618";"   14538";"   22209";"     516";"       .";"";"";"     103";"";"";""
"495";"2009MM01";"    6079";"   10148";"       4";"    2140";"";"";"";"";"";"";"    7144";"";"";"";"";"";"";"       .";"     931";"    6079";"    1917";"     753";"    1164";"    4110";"      52";"       .";"";"";"      10";"";"";""
"496";"2009MM02";"    5013";"    8682";"       4";"    1809";"";"";"";"";"";"";"    5720";"";"";"";"";"";"";"       .";"     238";"    5013";"    1730";"     699";"    1031";"    3242";"      41";"       .";"";"";"       7";"";"";""
"497";"2009MM03";"    4498";"    7277";"       4";"    1688";"";"";"";"";"";"";"    4656";"";"";"";"";"";"";"       .";"     185";"    4498";"    1776";"     688";"    1088";"    2687";"      35";"       .";"";"";"       6";"";"";""
"498";"2009KW01";"   15590";"   26107";"      12";"    5637";"";"";"";"";"";"";"   17520";"";"";"";"";"";"";"       .";"    1354";"   15590";"    5423";"    2140";"    3283";"   10039";"     128";"       .";"";"";"      23";"";"";""
"499";"2009MM04";"    2976";"    4268";"       4";"    2236";"";"";"";"";"";"";"    3405";"";"";"";"";"";"";"       .";"    -127";"    2976";"    1649";"     580";"    1069";"    1296";"      31";"       .";"";"";"       5";"";"";""
"500";"2009MM05";"    2653";"    3843";"       4";"    2211";"";"";"";"";"";"";"    3164";"";"";"";"";"";"";"       .";"    -241";"    2653";"    1562";"     518";"    1044";"    1061";"      30";"       .";"";"";"       5";"";"";""
"501";"2009MM06";"    2637";"    3949";"       4";"    2139";"";"";"";"";"";"";"    3118";"";"";"";"";"";"";"       .";"    -337";"    2637";"    1735";"     674";"    1061";"     862";"      40";"       .";"";"";"       2";"";"";""
"502";"2009KW02";"    8266";"   12060";"      12";"    6586";"";"";"";"";"";"";"    9687";"";"";"";"";"";"";"       .";"    -705";"    8266";"    4946";"    1772";"    3174";"    3219";"     101";"       .";"";"";"      12";"";"";""
"503";"2009MM07";"    2769";"    4148";"       4";"    2188";"";"";"";"";"";"";"    3145";"";"";"";"";"";"";"       .";"    -426";"    2769";"    1984";"     825";"    1159";"     735";"      50";"       .";"";"";"       2";"";"";""
"504";"2009MM08";"    2684";"    3973";"       4";"    2239";"";"";"";"";"";"";"    3132";"";"";"";"";"";"";"       .";"    -400";"    2684";"    1929";"     761";"    1168";"     704";"      51";"       .";"";"";"       3";"";"";""
"505";"2009MM09";"    3023";"    4108";"       4";"    2257";"";"";"";"";"";"";"    2901";"";"";"";"";"";"";"       .";"    -445";"    3023";"    2063";"     868";"    1195";"     905";"      55";"       .";"";"";"       3";"";"";""
"506";"2009KW03";"    8476";"   12229";"      12";"    6684";"";"";"";"";"";"";"    9178";"";"";"";"";"";"";"       .";"   -1271";"    8476";"    5976";"    2454";"    3522";"    2344";"     156";"       .";"";"";"       8";"";"";""
"507";"2009MM10";"    4129";"    6095";"       4";"    1826";"";"";"";"";"";"";"    3810";"";"";"";"";"";"";"       .";"      14";"    4129";"    2326";"    1077";"    1249";"    1723";"      80";"       .";"";"";"       1";"";"";""
"508";"2009MM11";"    4378";"    7964";"       4";"    1587";"";"";"";"";"";"";"    5668";"";"";"";"";"";"";"       .";"     491";"    4378";"    2139";"     912";"    1227";"    2156";"      83";"       .";"";"";"       1";"";"";""
"509";"2009MM12";"    6124";"   10046";"       4";"    2003";"";"";"";"";"";"";"    6854";"";"";"";"";"";"";"       .";"     925";"    6124";"    2407";"    1016";"    1391";"    3630";"      87";"       .";"";"";"       1";"";"";""
"510";"2009KW04";"   14631";"   24105";"      12";"    5416";"";"";"";"";"";"";"   16332";"";"";"";"";"";"";"       .";"    1430";"   14631";"    6872";"    3005";"    3867";"    7509";"     250";"       .";"";"";"       3";"";"";""
"511";"2009JJ00";"   46963";"   74501";"      48";"   24323";"";"";"";"";"";"";"   52717";"";"";"";"";"";"";"       .";"     808";"   46963";"   23217";"    9371";"   13846";"   23111";"     635";"       .";"";"";"      46";"";"";""
"512";"2010MM01";"    7016";"   10559";"       4";"    2322";"";"";"";"";"";"";"    7177";"";"";"";"";"";"";"       .";"    1308";"    7016";"    2540";"    1066";"    1474";"    4415";"      61";"       .";"";"";"       4";"";"";""
"513";"2010MM02";"    5933";"    9570";"       4";"    1929";"";"";"";"";"";"";"    6427";"";"";"";"";"";"";"       .";"     857";"    5933";"    2192";"     941";"    1251";"    3687";"      54";"       .";"";"";"       2";"";"";""
"514";"2010MM03";"    5173";"    8869";"       4";"    1853";"";"";"";"";"";"";"    5987";"";"";"";"";"";"";"       .";"     434";"    5173";"    2283";"     965";"    1318";"    2832";"      58";"       .";"";"";"       3";"";"";""
"515";"2010KW01";"   18122";"   28998";"      12";"    6104";"";"";"";"";"";"";"   19591";"";"";"";"";"";"";"       .";"    2599";"   18122";"    7015";"    2972";"    4043";"   10934";"     173";"       .";"";"";"       9";"";"";""
"516";"2010MM04";"    3814";"    6467";"       4";"    2222";"";"";"";"";"";"";"    4331";"";"";"";"";"";"";"       .";"    -548";"    3814";"    1958";"     841";"    1117";"    1802";"      54";"       .";"";"";"       3";"";"";""
"517";"2010MM05";"    3628";"    6147";"       4";"    2183";"";"";"";"";"";"";"    3812";"";"";"";"";"";"";"       .";"    -894";"    3628";"    1929";"     742";"    1187";"    1646";"      53";"       .";"";"";"       6";"";"";""
"518";"2010MM06";"    2742";"    4785";"       4";"    2016";"";"";"";"";"";"";"    3136";"";"";"";"";"";"";"       .";"    -927";"    2742";"    1746";"     673";"    1073";"     945";"      51";"       .";"";"";"       3";"";"";""
"519";"2010KW02";"   10184";"   17399";"      12";"    6421";"";"";"";"";"";"";"   11279";"";"";"";"";"";"";"       .";"   -2369";"   10184";"    5633";"    2256";"    3377";"    4393";"     158";"       .";"";"";"      12";"";"";""
"520";"2010MM07";"    2660";"    4451";"       4";"    2029";"";"";"";"";"";"";"    3011";"";"";"";"";"";"";"       .";"    -813";"    2660";"    1829";"     698";"    1131";"     780";"      51";"       .";"";"";"       2";"";"";""
"521";"2010MM08";"    2682";"    4730";"       4";"    1684";"";"";"";"";"";"";"    2792";"";"";"";"";"";"";"       .";"    -944";"    2682";"    1739";"     668";"    1071";"     890";"      53";"       .";"";"";"       4";"";"";""
"522";"2010MM09";"    3110";"    4758";"       4";"    1912";"";"";"";"";"";"";"    2729";"";"";"";"";"";"";"       .";"    -835";"    3110";"    1838";"     729";"    1109";"    1226";"      46";"       .";"";"";"       3";"";"";""
"523";"2010KW03";"    8452";"   13939";"      12";"    5625";"";"";"";"";"";"";"    8532";"";"";"";"";"";"";"       .";"   -2592";"    8452";"    5406";"    2095";"    3311";"    2896";"     150";"       .";"";"";"       9";"";"";""
"524";"2010MM10";"    4231";"    6679";"       4";"    1975";"";"";"";"";"";"";"    4378";"";"";"";"";"";"";"       .";"     -49";"    4231";"    2247";"     983";"    1264";"    1924";"      60";"       .";"";"";"       4";"";"";""
"525";"2010MM11";"    5103";"    8201";"       4";"    1895";"";"";"";"";"";"";"    5583";"";"";"";"";"";"";"       .";"     586";"    5103";"    2217";"     944";"    1273";"    2816";"      70";"       .";"";"";"       5";"";"";""
"526";"2010MM12";"    6954";"   10390";"       4";"    2388";"";"";"";"";"";"";"    7070";"";"";"";"";"";"";"       .";"    1242";"    6954";"    2401";"     994";"    1407";"    4485";"      68";"       .";"";"";"       3";"";"";""
"527";"2010KW04";"   16288";"   25270";"      12";"    6258";"";"";"";"";"";"";"   17031";"";"";"";"";"";"";"       .";"    1779";"   16288";"    6865";"    2921";"    3944";"    9225";"     198";"       .";"";"";"      12";"";"";""
"528";"2010JJ00";"   53046";"   85606";"      48";"   24408";"";"";"";"";"";"";"   56433";"";"";"";"";"";"";"       .";"    -583";"   53046";"   24919";"   10244";"   14675";"   27448";"     679";"       .";"";"";"      42";"";"";""
"529";"2011MM01";"    5904";"    9735";"       5";"    2021";"";"";"";"";"";"";"    7244";"";"";"";"";"";"";"       .";"    1387";"    5904";"    2208";"     804";"    1404";"    3635";"      61";"       .";"";"";"       3";"";"";""
"530";"2011MM02";"    5096";"    8687";"       5";"    1629";"";"";"";"";"";"";"    6085";"";"";"";"";"";"";"       .";"     860";"    5096";"    1933";"     728";"    1205";"    3106";"      57";"       .";"";"";"       2";"";"";""
"531";"2011MM03";"    4788";"    8641";"       5";"    1432";"";"";"";"";"";"";"    5808";"";"";"";"";"";"";"       .";"     518";"    4788";"    2033";"     740";"    1293";"    2695";"      60";"       .";"";"";"       3";"";"";""
"532";"2011KW01";"   15788";"   27063";"      15";"    5082";"";"";"";"";"";"";"   19137";"";"";"";"";"";"";"       .";"    2765";"   15788";"    6174";"    2272";"    3902";"    9436";"     178";"       .";"";"";"       8";"";"";""
"533";"2011MM04";"    3218";"    5952";"       6";"    1817";"";"";"";"";"";"";"    3974";"";"";"";"";"";"";"       .";"    -583";"    3218";"    1826";"     712";"    1114";"    1338";"      54";"       .";"";"";"       4";"";"";""
"534";"2011MM05";"    3061";"    5032";"       6";"    2228";"";"";"";"";"";"";"    3332";"";"";"";"";"";"";"       .";"    -873";"    3061";"    1912";"     745";"    1167";"    1093";"      56";"       .";"";"";"       6";"";"";""
"535";"2011MM06";"    2629";"    4774";"       6";"    1913";"";"";"";"";"";"";"    3148";"";"";"";"";"";"";"       .";"    -916";"    2629";"    1658";"     576";"    1082";"     918";"      53";"       .";"";"";"       7";"";"";""
"536";"2011KW02";"    8908";"   15758";"      18";"    5958";"";"";"";"";"";"";"   10454";"";"";"";"";"";"";"       .";"   -2372";"    8908";"    5396";"    2033";"    3363";"    3349";"     163";"       .";"";"";"      17";"";"";""
"537";"2011MM07";"    2725";"    4808";"       6";"    1884";"";"";"";"";"";"";"    3051";"";"";"";"";"";"";"       .";"    -922";"    2725";"    1742";"     595";"    1147";"     924";"      59";"       .";"";"";"       6";"";"";""
"538";"2011MM08";"    2785";"    4735";"       5";"    1779";"";"";"";"";"";"";"    2928";"";"";"";"";"";"";"       .";"    -806";"    2785";"    1837";"     646";"    1191";"     893";"      55";"       .";"";"";"       4";"";"";""
"539";"2011MM09";"    2853";"    4568";"       5";"    1799";"";"";"";"";"";"";"    3130";"";"";"";"";"";"";"       .";"    -389";"    2853";"    1785";"     649";"    1136";"    1008";"      60";"       .";"";"";"       4";"";"";""
"540";"2011KW03";"    8363";"   14111";"      16";"    5462";"";"";"";"";"";"       0";"    9109";"";"";"";"";"";"";"       .";"   -2117";"    8363";"    5364";"    1890";"    3474";"    2825";"     174";"       .";"";"";"      14";"";"";""
"541";"2011MM10";"    3698";"    5943";"       2";"    2079";"";"";"";"";"";"       0";"    4230";"";"";"";"";"";"       0";"       .";"     -96";"    3698";"    1980";"     748";"    1232";"    1661";"      57";"       .";"";"";"       3";"";"";""
"542";"2011MM11";"    4569";"    7549";"       3";"    2023";"";"";"";"";"";"       0";"    5161";"";"";"";"";"";"       0";"       .";"     155";"    4569";"    2115";"     891";"    1224";"    2389";"      65";"       .";"";"";"       4";"";"";""
"543";"2011MM12";"    5086";"    8622";"       3";"    2128";"";"";"";"";"";"       0";"    6230";"";"";"";"";"";"       0";"       .";"     563";"    5086";"    2047";"     962";"    1085";"    2974";"      65";"       .";"";"";"       3";"";"";""
"544";"2011KW04";"   13353";"   22114";"       8";"    6230";"";"";"";"";"";"       0";"   15621";"";"";"";"";"";"       0";"       .";"     622";"   13353";"    6142";"    2601";"    3541";"    7024";"     187";"       .";"";"";"      10";"";"";""
"545";"2011JJ00";"   46412";"   79046";"      57";"   22732";"";"";"";"";"";"       0";"   54321";"";"";"";"";"";"       0";"       .";"   -1102";"   46412";"   23076";"    8796";"   14280";"   22634";"     702";"       .";"";"";"      49";"";"";""
"546";"2012MM01";"    5333";"    8961";"       3";"    2188";"";"";"";"";"";"     201";"    6862";"";"";"";"";"";"       0";"       .";"     842";"    5333";"    1991";"     758";"    1233";"    3276";"      66";"       .";"";"";"       4";"";"";""
"547";"2012MM02";"    5962";"    8798";"       5";"    2843";"";"";"";"";"";"       0";"    7250";"";"";"";"";"";"       0";"       .";"    1566";"    5962";"    2089";"     833";"    1256";"    3809";"      64";"       .";"";"";"       4";"";"";""
"548";"2012MM03";"    3974";"    7970";"       9";"    1905";"";"";"";"";"";"     106";"    6146";"";"";"";"";"";"       0";"       .";"     130";"    3974";"    1688";"     513";"    1175";"    2217";"      69";"       .";"";"";"       4";"";"";""
"549";"2012KW01";"   15269";"   25729";"      17";"    6936";"";"";"";"";"";"     307";"   20258";"";"";"";"";"";"       0";"       .";"    2538";"   15269";"    5768";"    2104";"    3664";"    9302";"     199";"       .";"";"";"      12";"";"";""
"550";"2012MM04";"    3671";"    6017";"       5";"    2686";"";"";"";"";"";"      47";"    4766";"";"";"";"";"";"       0";"       .";"    -318";"    3671";"    1600";"     560";"    1040";"    2011";"      60";"       .";"";"";"       4";"";"";""
"551";"2012MM05";"    2811";"    5513";"      11";"    2003";"";"";"";"";"";"       0";"    4108";"";"";"";"";"";"       0";"       .";"    -608";"    2811";"    1557";"     493";"    1064";"    1185";"      69";"       .";"";"";"       4";"";"";""
"552";"2012MM06";"    2571";"    4990";"      11";"    1766";"";"";"";"";"";"       0";"    3523";"";"";"";"";"";"       0";"       .";"    -673";"    2571";"    1519";"     481";"    1038";"     988";"      64";"       .";"";"";"       5";"";"";""
"553";"2012KW02";"    9053";"   16520";"      27";"    6455";"";"";"";"";"";"      47";"   12397";"";"";"";"";"";"       0";"       .";"   -1599";"    9053";"    4676";"    1534";"    3142";"    4184";"     193";"       .";"";"";"      13";"";"";""
"554";"2012MM07";"    2264";"    4587";"       8";"    1810";"";"";"";"";"";"     197";"    3406";"";"";"";"";"";"       0";"       .";"    -932";"    2264";"    1388";"     375";"    1013";"     814";"      62";"       .";"";"";"       4";"";"";""
"555";"2012MM08";"    2339";"    4670";"       6";"    1765";"";"";"";"";"";"       0";"    3524";"";"";"";"";"";"       0";"       .";"    -578";"    2339";"    1513";"     473";"    1040";"     759";"      67";"       .";"";"";"       4";"";"";""
